LSOA,IUC,IUCd
E01000840,8,Digital Seniors
E01000841,5,e-Rational Utilitarians
E01000842,2,e-Professionals
E01000843,2,e-Professionals
E01000844,2,e-Professionals
E01000845,2,e-Professionals
E01000846,4,Youthful Urban Fringe
E01000847,4,Youthful Urban Fringe
E01000848,2,e-Professionals
E01000849,2,e-Professionals
E01000850,2,e-Professionals
E01000851,1,e-Cultural Creators
E01000852,1,e-Cultural Creators
E01000853,7,Passive and Uncommitted Users
E01000854,2,e-Professionals
E01000855,2,e-Professionals
E01000856,4,Youthful Urban Fringe
E01000857,3,e-Veterans
E01000858,4,Youthful Urban Fringe
E01000859,2,e-Professionals
E01000860,4,Youthful Urban Fringe
E01000861,2,e-Professionals
E01000862,2,e-Professionals
E01000863,2,e-Professionals
E01000864,2,e-Professionals
E01000865,2,e-Professionals
E01000866,3,e-Veterans
E01000867,4,Youthful Urban Fringe
E01000868,4,Youthful Urban Fringe
E01000869,2,e-Professionals
E01000870,3,e-Veterans
E01000871,3,e-Veterans
E01000872,2,e-Professionals
E01000873,2,e-Professionals
E01000874,2,e-Professionals
E01000875,2,e-Professionals
E01000876,4,Youthful Urban Fringe
E01000877,2,e-Professionals
E01000878,2,e-Professionals
E01000879,2,e-Professionals
E01000880,2,e-Professionals
E01000881,2,e-Professionals
E01000882,2,e-Professionals
E01000883,2,e-Professionals
E01000884,2,e-Professionals
E01000885,3,e-Veterans
E01000886,2,e-Professionals
E01000887,2,e-Professionals
E01000888,2,e-Professionals
E01000889,7,Passive and Uncommitted Users
E01000890,10,e-Withdrawn
E01000891,7,Passive and Uncommitted Users
E01000892,3,e-Veterans
E01000893,2,e-Professionals
E01000894,2,e-Professionals
E01000895,3,e-Veterans
E01000896,2,e-Professionals
E01000897,2,e-Professionals
E01000898,3,e-Veterans
E01000899,3,e-Veterans
E01000900,4,Youthful Urban Fringe
E01000901,4,Youthful Urban Fringe
E01000902,4,Youthful Urban Fringe
E01000903,3,e-Veterans
E01000904,4,Youthful Urban Fringe
E01000905,7,Passive and Uncommitted Users
E01000906,2,e-Professionals
E01000907,4,Youthful Urban Fringe
E01000908,4,Youthful Urban Fringe
E01000909,3,e-Veterans
E01000910,3,e-Veterans
E01000911,3,e-Veterans
E01000912,4,Youthful Urban Fringe
E01000913,3,e-Veterans
E01000914,2,e-Professionals
E01000915,4,Youthful Urban Fringe
E01000916,2,e-Professionals
E01000917,7,Passive and Uncommitted Users
E01000918,4,Youthful Urban Fringe
E01000919,2,e-Professionals
E01000920,2,e-Professionals
E01000921,2,e-Professionals
E01000922,2,e-Professionals
E01000923,2,e-Professionals
E01000924,2,e-Professionals
E01000925,7,Passive and Uncommitted Users
E01000926,2,e-Professionals
E01000927,2,e-Professionals
E01000928,3,e-Veterans
E01000929,7,Passive and Uncommitted Users
E01000930,7,Passive and Uncommitted Users
E01000931,4,Youthful Urban Fringe
E01000932,2,e-Professionals
E01000933,2,e-Professionals
E01000934,7,Passive and Uncommitted Users
E01000935,4,Youthful Urban Fringe
E01000936,1,e-Cultural Creators
E01000937,1,e-Cultural Creators
E01000938,4,Youthful Urban Fringe
E01000939,10,e-Withdrawn
E01000940,4,Youthful Urban Fringe
E01000941,7,Passive and Uncommitted Users
E01000942,1,e-Cultural Creators
E01000943,2,e-Professionals
E01000944,4,Youthful Urban Fringe
E01000945,1,e-Cultural Creators
E01000946,3,e-Veterans
E01000947,2,e-Professionals
E01000948,3,e-Veterans
E01000949,7,Passive and Uncommitted Users
E01000950,7,Passive and Uncommitted Users
E01000951,7,Passive and Uncommitted Users
E01000952,4,Youthful Urban Fringe
E01000953,7,Passive and Uncommitted Users
E01000954,10,e-Withdrawn
E01000955,7,Passive and Uncommitted Users
E01000956,4,Youthful Urban Fringe
E01000957,3,e-Veterans
E01000958,4,Youthful Urban Fringe
E01000959,7,Passive and Uncommitted Users
E01000960,2,e-Professionals
E01000961,4,Youthful Urban Fringe
E01000962,2,e-Professionals
E01000963,3,e-Veterans
E01000964,2,e-Professionals
E01000965,2,e-Professionals
E01000966,2,e-Professionals
E01000967,3,e-Veterans
E01000968,2,e-Professionals
E01000969,2,e-Professionals
E01000970,2,e-Professionals
E01000971,2,e-Professionals
E01000972,4,Youthful Urban Fringe
E01000973,2,e-Professionals
E01000974,3,e-Veterans
E01000975,2,e-Professionals
E01000976,4,Youthful Urban Fringe
E01000977,4,Youthful Urban Fringe
E01000978,3,e-Veterans
E01000979,3,e-Veterans
E01000980,6,e-Mainstream
E01000981,6,e-Mainstream
E01000982,6,e-Mainstream
E01000983,3,e-Veterans
E01000984,4,Youthful Urban Fringe
E01000985,6,e-Mainstream
E01000986,3,e-Veterans
E01000987,3,e-Veterans
E01000989,6,e-Mainstream
E01000990,7,Passive and Uncommitted Users
E01000991,5,e-Rational Utilitarians
E01000992,4,Youthful Urban Fringe
E01000993,6,e-Mainstream
E01000994,4,Youthful Urban Fringe
E01000995,4,Youthful Urban Fringe
E01000996,4,Youthful Urban Fringe
E01000997,7,Passive and Uncommitted Users
E01000998,4,Youthful Urban Fringe
E01000999,4,Youthful Urban Fringe
E01001000,4,Youthful Urban Fringe
E01001001,7,Passive and Uncommitted Users
E01001002,7,Passive and Uncommitted Users
E01001003,7,Passive and Uncommitted Users
E01001004,4,Youthful Urban Fringe
E01001005,4,Youthful Urban Fringe
E01001006,4,Youthful Urban Fringe
E01001007,7,Passive and Uncommitted Users
E01001008,7,Passive and Uncommitted Users
E01001009,4,Youthful Urban Fringe
E01001010,7,Passive and Uncommitted Users
E01001011,7,Passive and Uncommitted Users
E01001012,4,Youthful Urban Fringe
E01001013,7,Passive and Uncommitted Users
E01001014,4,Youthful Urban Fringe
E01001015,6,e-Mainstream
E01001016,5,e-Rational Utilitarians
E01001017,3,e-Veterans
E01001018,6,e-Mainstream
E01001019,6,e-Mainstream
E01001020,6,e-Mainstream
E01001021,7,Passive and Uncommitted Users
E01001022,5,e-Rational Utilitarians
E01001023,6,e-Mainstream
E01001024,3,e-Veterans
E01001025,6,e-Mainstream
E01001026,6,e-Mainstream
E01001027,3,e-Veterans
E01001028,3,e-Veterans
E01001029,3,e-Veterans
E01001030,3,e-Veterans
E01001031,3,e-Veterans
E01001032,5,e-Rational Utilitarians
E01001033,3,e-Veterans
E01001034,3,e-Veterans
E01001035,2,e-Professionals
E01001036,3,e-Veterans
E01001037,3,e-Veterans
E01001038,3,e-Veterans
E01001039,3,e-Veterans
E01001040,3,e-Veterans
E01001041,3,e-Veterans
E01001042,4,Youthful Urban Fringe
E01001043,2,e-Professionals
E01001044,3,e-Veterans
E01001045,4,Youthful Urban Fringe
E01001046,3,e-Veterans
E01001047,3,e-Veterans
E01001048,3,e-Veterans
E01001049,3,e-Veterans
E01001050,6,e-Mainstream
E01001051,10,e-Withdrawn
E01001052,7,Passive and Uncommitted Users
E01001053,7,Passive and Uncommitted Users
E01001054,7,Passive and Uncommitted Users
E01001055,7,Passive and Uncommitted Users
E01001056,7,Passive and Uncommitted Users
E01001057,7,Passive and Uncommitted Users
E01001058,6,e-Mainstream
E01001059,6,e-Mainstream
E01001060,6,e-Mainstream
E01001061,6,e-Mainstream
E01001062,5,e-Rational Utilitarians
E01001063,3,e-Veterans
E01001064,5,e-Rational Utilitarians
E01001065,6,e-Mainstream
E01001066,7,Passive and Uncommitted Users
E01001067,3,e-Veterans
E01001068,3,e-Veterans
E01001069,3,e-Veterans
E01001070,6,e-Mainstream
E01001071,6,e-Mainstream
E01001072,5,e-Rational Utilitarians
E01001073,3,e-Veterans
E01001074,6,e-Mainstream
E01001075,6,e-Mainstream
E01001076,7,Passive and Uncommitted Users
E01001077,6,e-Mainstream
E01001078,7,Passive and Uncommitted Users
E01001079,7,Passive and Uncommitted Users
E01001080,10,e-Withdrawn
E01001081,7,Passive and Uncommitted Users
E01001082,7,Passive and Uncommitted Users
E01001083,6,e-Mainstream
E01001084,5,e-Rational Utilitarians
E01001085,7,Passive and Uncommitted Users
E01001086,4,Youthful Urban Fringe
E01001087,4,Youthful Urban Fringe
E01001088,4,Youthful Urban Fringe
E01001089,7,Passive and Uncommitted Users
E01001090,4,Youthful Urban Fringe
E01001091,4,Youthful Urban Fringe
E01001092,5,e-Rational Utilitarians
E01001093,3,e-Veterans
E01001094,3,e-Veterans
E01001095,3,e-Veterans
E01001096,3,e-Veterans
E01001097,4,Youthful Urban Fringe
E01001098,3,e-Veterans
E01001099,6,e-Mainstream
E01001100,3,e-Veterans
E01001101,3,e-Veterans
E01001102,5,e-Rational Utilitarians
E01001103,6,e-Mainstream
E01001104,3,e-Veterans
E01001105,6,e-Mainstream
E01001106,6,e-Mainstream
E01001107,3,e-Veterans
E01001108,3,e-Veterans
E01001109,7,Passive and Uncommitted Users
E01001110,4,Youthful Urban Fringe
E01001111,4,Youthful Urban Fringe
E01001112,7,Passive and Uncommitted Users
E01001113,4,Youthful Urban Fringe
E01001114,7,Passive and Uncommitted Users
E01001115,7,Passive and Uncommitted Users
E01001116,4,Youthful Urban Fringe
E01001117,4,Youthful Urban Fringe
E01001118,7,Passive and Uncommitted Users
E01001119,5,e-Rational Utilitarians
E01001120,6,e-Mainstream
E01001121,5,e-Rational Utilitarians
E01001122,3,e-Veterans
E01001123,5,e-Rational Utilitarians
E01001124,5,e-Rational Utilitarians
E01001125,6,e-Mainstream
E01001126,6,e-Mainstream
E01001127,3,e-Veterans
E01001128,7,Passive and Uncommitted Users
E01001129,3,e-Veterans
E01001130,7,Passive and Uncommitted Users
E01001131,6,e-Mainstream
E01001132,5,e-Rational Utilitarians
E01001133,8,Digital Seniors
E01001134,6,e-Mainstream
E01001135,6,e-Mainstream
E01001136,4,Youthful Urban Fringe
E01001137,3,e-Veterans
E01001138,3,e-Veterans
E01001139,6,e-Mainstream
E01001140,3,e-Veterans
E01001141,4,Youthful Urban Fringe
E01001142,6,e-Mainstream
E01001143,7,Passive and Uncommitted Users
E01001144,4,Youthful Urban Fringe
E01001145,7,Passive and Uncommitted Users
E01001146,4,Youthful Urban Fringe
E01001147,7,Passive and Uncommitted Users
E01001148,4,Youthful Urban Fringe
E01001149,4,Youthful Urban Fringe
E01001150,6,e-Mainstream
E01001151,7,Passive and Uncommitted Users
E01001152,4,Youthful Urban Fringe
E01001153,4,Youthful Urban Fringe
E01001154,4,Youthful Urban Fringe
E01001155,10,e-Withdrawn
E01001156,4,Youthful Urban Fringe
E01001157,6,e-Mainstream
E01001158,4,Youthful Urban Fringe
E01001159,6,e-Mainstream
E01001160,4,Youthful Urban Fringe
E01001161,7,Passive and Uncommitted Users
E01001162,4,Youthful Urban Fringe
E01001163,6,e-Mainstream
E01001164,2,e-Professionals
E01001165,4,Youthful Urban Fringe
E01001166,4,Youthful Urban Fringe
E01001167,6,e-Mainstream
E01001168,6,e-Mainstream
E01001169,7,Passive and Uncommitted Users
E01001170,4,Youthful Urban Fringe
E01001171,4,Youthful Urban Fringe
E01001172,7,Passive and Uncommitted Users
E01001173,6,e-Mainstream
E01001174,4,Youthful Urban Fringe
E01001175,7,Passive and Uncommitted Users
E01001176,4,Youthful Urban Fringe
E01001177,4,Youthful Urban Fringe
E01001178,7,Passive and Uncommitted Users
E01001179,4,Youthful Urban Fringe
E01001180,4,Youthful Urban Fringe
E01001181,7,Passive and Uncommitted Users
E01001182,4,Youthful Urban Fringe
E01001183,7,Passive and Uncommitted Users
E01001184,4,Youthful Urban Fringe
E01001185,4,Youthful Urban Fringe
E01001186,4,Youthful Urban Fringe
E01001187,4,Youthful Urban Fringe
E01001188,4,Youthful Urban Fringe
E01001189,6,e-Mainstream
E01001190,6,e-Mainstream
E01001191,4,Youthful Urban Fringe
E01001192,4,Youthful Urban Fringe
E01001193,4,Youthful Urban Fringe
E01001194,3,e-Veterans
E01001195,4,Youthful Urban Fringe
E01001196,7,Passive and Uncommitted Users
E01001197,4,Youthful Urban Fringe
E01001198,3,e-Veterans
E01001199,3,e-Veterans
E01001200,2,e-Professionals
E01001201,2,e-Professionals
E01001202,4,Youthful Urban Fringe
E01001203,4,Youthful Urban Fringe
E01001204,3,e-Veterans
E01001205,4,Youthful Urban Fringe
E01001206,7,Passive and Uncommitted Users
E01001207,2,e-Professionals
E01001208,3,e-Veterans
E01001209,3,e-Veterans
E01001210,10,e-Withdrawn
E01001211,3,e-Veterans
E01001212,3,e-Veterans
E01001213,10,e-Withdrawn
E01001214,7,Passive and Uncommitted Users
E01001215,10,e-Withdrawn
E01001216,7,Passive and Uncommitted Users
E01001217,4,Youthful Urban Fringe
E01001218,10,e-Withdrawn
E01001219,10,e-Withdrawn
E01001220,10,e-Withdrawn
E01001221,2,e-Professionals
E01001222,2,e-Professionals
E01001223,2,e-Professionals
E01001224,2,e-Professionals
E01001225,3,e-Veterans
E01001226,3,e-Veterans
E01001227,3,e-Veterans
E01001228,3,e-Veterans
E01001229,6,e-Mainstream
E01001230,2,e-Professionals
E01001231,3,e-Veterans
E01001232,4,Youthful Urban Fringe
E01001233,3,e-Veterans
E01001234,2,e-Professionals
E01001235,2,e-Professionals
E01001236,2,e-Professionals
E01001237,2,e-Professionals
E01001238,2,e-Professionals
E01001239,4,Youthful Urban Fringe
E01001240,4,Youthful Urban Fringe
E01001241,4,Youthful Urban Fringe
E01001242,4,Youthful Urban Fringe
E01001243,4,Youthful Urban Fringe
E01001244,4,Youthful Urban Fringe
E01001245,2,e-Professionals
E01001246,6,e-Mainstream
E01001247,4,Youthful Urban Fringe
E01001248,6,e-Mainstream
E01001249,4,Youthful Urban Fringe
E01001250,4,Youthful Urban Fringe
E01001251,3,e-Veterans
E01001252,4,Youthful Urban Fringe
E01001253,3,e-Veterans
E01001254,3,e-Veterans
E01001255,3,e-Veterans
E01001257,10,e-Withdrawn
E01001258,7,Passive and Uncommitted Users
E01001259,7,Passive and Uncommitted Users
E01001260,4,Youthful Urban Fringe
E01001261,4,Youthful Urban Fringe
E01001262,7,Passive and Uncommitted Users
E01001263,7,Passive and Uncommitted Users
E01001264,7,Passive and Uncommitted Users
E01001265,4,Youthful Urban Fringe
E01001266,4,Youthful Urban Fringe
E01001267,7,Passive and Uncommitted Users
E01001268,6,e-Mainstream
E01001269,4,Youthful Urban Fringe
E01001270,4,Youthful Urban Fringe
E01001271,4,Youthful Urban Fringe
E01001272,4,Youthful Urban Fringe
E01001273,3,e-Veterans
E01001274,3,e-Veterans
E01001275,2,e-Professionals
E01001276,4,Youthful Urban Fringe
E01001277,3,e-Veterans
E01001278,4,Youthful Urban Fringe
E01001279,3,e-Veterans
E01001280,3,e-Veterans
E01001281,3,e-Veterans
E01001282,7,Passive and Uncommitted Users
E01001283,7,Passive and Uncommitted Users
E01001284,6,e-Mainstream
E01001285,6,e-Mainstream
E01001286,6,e-Mainstream
E01001287,7,Passive and Uncommitted Users
E01001288,3,e-Veterans
E01001289,3,e-Veterans
E01001290,3,e-Veterans
E01001291,4,Youthful Urban Fringe
E01001292,4,Youthful Urban Fringe
E01001293,7,Passive and Uncommitted Users
E01001294,7,Passive and Uncommitted Users
E01001295,4,Youthful Urban Fringe
E01001296,7,Passive and Uncommitted Users
E01001297,7,Passive and Uncommitted Users
E01001298,10,e-Withdrawn
E01001299,3,e-Veterans
E01001300,2,e-Professionals
E01001301,2,e-Professionals
E01001302,3,e-Veterans
E01001303,2,e-Professionals
E01001304,2,e-Professionals
E01001305,3,e-Veterans
E01001306,3,e-Veterans
E01001307,4,Youthful Urban Fringe
E01001308,4,Youthful Urban Fringe
E01001309,4,Youthful Urban Fringe
E01001310,4,Youthful Urban Fringe
E01001311,7,Passive and Uncommitted Users
E01001312,4,Youthful Urban Fringe
E01001313,4,Youthful Urban Fringe
E01001314,4,Youthful Urban Fringe
E01001315,4,Youthful Urban Fringe
E01001316,7,Passive and Uncommitted Users
E01001317,7,Passive and Uncommitted Users
E01001318,7,Passive and Uncommitted Users
E01001319,4,Youthful Urban Fringe
E01001320,7,Passive and Uncommitted Users
E01001321,7,Passive and Uncommitted Users
E01001322,4,Youthful Urban Fringe
E01001323,4,Youthful Urban Fringe
E01001324,4,Youthful Urban Fringe
E01001325,7,Passive and Uncommitted Users
E01001326,7,Passive and Uncommitted Users
E01001327,7,Passive and Uncommitted Users
E01001328,7,Passive and Uncommitted Users
E01001329,6,e-Mainstream
E01001330,10,e-Withdrawn
E01001331,7,Passive and Uncommitted Users
E01001332,7,Passive and Uncommitted Users
E01001333,10,e-Withdrawn
E01001334,10,e-Withdrawn
E01001335,4,Youthful Urban Fringe
E01001336,7,Passive and Uncommitted Users
E01001337,4,Youthful Urban Fringe
E01001338,7,Passive and Uncommitted Users
E01001339,7,Passive and Uncommitted Users
E01001340,4,Youthful Urban Fringe
E01001341,4,Youthful Urban Fringe
E01001342,4,Youthful Urban Fringe
E01001343,4,Youthful Urban Fringe
E01001344,4,Youthful Urban Fringe
E01001345,7,Passive and Uncommitted Users
E01001346,4,Youthful Urban Fringe
E01001347,4,Youthful Urban Fringe
E01001348,6,e-Mainstream
E01001349,7,Passive and Uncommitted Users
E01001350,3,e-Veterans
E01001351,4,Youthful Urban Fringe
E01001352,2,e-Professionals
E01001353,3,e-Veterans
E01001354,3,e-Veterans
E01001355,4,Youthful Urban Fringe
E01001356,10,e-Withdrawn
E01001357,7,Passive and Uncommitted Users
E01001358,7,Passive and Uncommitted Users
E01001359,10,e-Withdrawn
E01001360,10,e-Withdrawn
E01001361,10,e-Withdrawn
E01001362,10,e-Withdrawn
E01001363,10,e-Withdrawn
E01001364,10,e-Withdrawn
E01001365,10,e-Withdrawn
E01001366,10,e-Withdrawn
E01001367,10,e-Withdrawn
E01001368,10,e-Withdrawn
E01001369,10,e-Withdrawn
E01001370,10,e-Withdrawn
E01001371,10,e-Withdrawn
E01001372,10,e-Withdrawn
E01001373,10,e-Withdrawn
E01001374,2,e-Professionals
E01001375,2,e-Professionals
E01001376,3,e-Veterans
E01001377,3,e-Veterans
E01001379,2,e-Professionals
E01001380,2,e-Professionals
E01001381,2,e-Professionals
E01001382,3,e-Veterans
E01001383,2,e-Professionals
E01001384,2,e-Professionals
E01001385,2,e-Professionals
E01001386,2,e-Professionals
E01001387,2,e-Professionals
E01001388,4,Youthful Urban Fringe
E01001389,3,e-Veterans
E01001390,2,e-Professionals
E01001391,4,Youthful Urban Fringe
E01001392,3,e-Veterans
E01001393,2,e-Professionals
E01001394,4,Youthful Urban Fringe
E01001395,7,Passive and Uncommitted Users
E01001396,4,Youthful Urban Fringe
E01001397,4,Youthful Urban Fringe
E01001398,3,e-Veterans
E01001399,6,e-Mainstream
E01001400,6,e-Mainstream
E01001401,6,e-Mainstream
E01001402,6,e-Mainstream
E01001403,6,e-Mainstream
E01001404,6,e-Mainstream
E01001405,6,e-Mainstream
E01001406,4,Youthful Urban Fringe
E01001407,6,e-Mainstream
E01001408,6,e-Mainstream
E01001409,6,e-Mainstream
E01001410,7,Passive and Uncommitted Users
E01001411,3,e-Veterans
E01001412,6,e-Mainstream
E01001413,5,e-Rational Utilitarians
E01001414,7,Passive and Uncommitted Users
E01001415,4,Youthful Urban Fringe
E01001416,3,e-Veterans
E01001417,3,e-Veterans
E01001418,6,e-Mainstream
E01001419,3,e-Veterans
E01001420,6,e-Mainstream
E01001421,6,e-Mainstream
E01001422,3,e-Veterans
E01001423,7,Passive and Uncommitted Users
E01001424,7,Passive and Uncommitted Users
E01001425,7,Passive and Uncommitted Users
E01001426,7,Passive and Uncommitted Users
E01001427,10,e-Withdrawn
E01001428,7,Passive and Uncommitted Users
E01001429,10,e-Withdrawn
E01001430,10,e-Withdrawn
E01001431,7,Passive and Uncommitted Users
E01001432,7,Passive and Uncommitted Users
E01001433,7,Passive and Uncommitted Users
E01001434,6,e-Mainstream
E01001435,6,e-Mainstream
E01001436,6,e-Mainstream
E01001437,7,Passive and Uncommitted Users
E01001438,7,Passive and Uncommitted Users
E01001439,7,Passive and Uncommitted Users
E01001440,7,Passive and Uncommitted Users
E01001441,7,Passive and Uncommitted Users
E01001442,7,Passive and Uncommitted Users
E01001444,6,e-Mainstream
E01001445,6,e-Mainstream
E01001446,7,Passive and Uncommitted Users
E01001447,7,Passive and Uncommitted Users
E01001448,7,Passive and Uncommitted Users
E01001449,7,Passive and Uncommitted Users
E01001450,4,Youthful Urban Fringe
E01001451,6,e-Mainstream
E01001452,3,e-Veterans
E01001453,3,e-Veterans
E01001454,3,e-Veterans
E01001455,6,e-Mainstream
E01001456,3,e-Veterans
E01001457,3,e-Veterans
E01001458,10,e-Withdrawn
E01001459,6,e-Mainstream
E01001460,7,Passive and Uncommitted Users
E01001461,7,Passive and Uncommitted Users
E01001462,7,Passive and Uncommitted Users
E01001463,7,Passive and Uncommitted Users
