OA,PCS
E00001384,N20 0
E00001385,N20 0
E00001386,N20 8
E00001387,N20 0
E00001388,N20 0
E00001389,N12 7
E00001390,N20 0
E00001391,N20 8
E00001392,N12 8
E00001393,N12 7
E00001394,N12 7
E00001395,N12 7
E00001396,EN5 2
E00001397,EN5 2
E00001398,EN5 2
E00001399,EN5 2
E00001400,EN5 3
E00001401,EN5 2
E00001402,EN5 2
E00001403,EN5 2
E00001404,EN5 2
E00001405,EN5 2
E00001406,EN5 2
E00001407,EN5 2
E00001408,EN5 2
E00001409,EN5 2
E00001410,EN5 2
E00001411,EN5 2
E00001412,EN5 2
E00001413,EN5 2
E00001414,EN5 2
E00001415,EN5 2
E00001416,EN5 2
E00001417,EN5 2
E00001418,EN5 2
E00001419,EN5 2
E00001420,EN5 2
E00001421,EN5 2
E00001422,EN5 3
E00001423,EN5 2
E00001424,EN5 2
E00001425,EN5 4
E00001426,EN5 2
E00001427,EN5 2
E00001428,EN5 2
E00001429,EN5 2
E00001430,EN5 2
E00001431,EN5 2
E00001432,EN5 2
E00001433,EN5 2
E00001434,EN5 2
E00001435,EN5 3
E00001436,EN5 3
E00001437,EN5 2
E00001438,EN5 2
E00001439,EN5 3
E00001440,EN5 2
E00001441,EN5 3
E00001442,EN5 2
E00001443,EN5 2
E00001444,EN5 3
E00001445,EN5 2
E00001446,N3  1
E00001447,N12 8
E00001448,N3  1
E00001449,N3  1
E00001450,N3  1
E00001451,N3  2
E00001452,N3  1
E00001453,N3  1
E00001454,N3  2
E00001455,N3  1
E00001456,N3  2
E00001457,N3  2
E00001458,N3  1
E00001459,N3  2
E00001460,N3  2
E00001461,N3  2
E00001462,N3  2
E00001463,N3  2
E00001464,N3  2
E00001465,N3  2
E00001466,N3  2
E00001467,N12 8
E00001468,N12 8
E00001469,N12 8
E00001470,N12 7
E00001471,N12 8
E00001472,N12 7
E00001474,N12 8
E00001475,N12 7
E00001476,N12 8
E00001477,N12 8
E00001478,N12 8
E00001479,N12 0
E00001480,N12 8
E00001481,N3  1
E00001482,N12 8
E00001483,N3  1
E00001484,N3  2
E00001485,N3  1
E00001486,N3  1
E00001487,N3  1
E00001488,N3  1
E00001489,N3  1
E00001490,N3  1
E00001491,N3  1
E00001492,N3  2
E00001493,N3  1
E00001494,NW4 3
E00001495,NW4 3
E00001496,NW4 3
E00001497,NW9 7
E00001498,NW9 7
E00001499,NW4 3
E00001500,NW4 3
E00001501,NW4 3
E00001502,NW4 3
E00001503,NW9 7
E00001504,NW9 7
E00001505,NW4 2
E00001506,NW4 3
E00001507,NW9 7
E00001508,NW9 6
E00001509,NW9 6
E00001510,NW9 7
E00001511,NW4 3
E00001512,NW4 3
E00001513,NW9 7
E00001514,NW9 7
E00001515,NW9 7
E00001516,NW4 3
E00001517,NW9 7
E00001518,NW4 3
E00001519,NW4 3
E00001520,NW9 7
E00001521,NW4 4
E00001522,NW4 4
E00001523,NW4 3
E00001524,NW4 4
E00001525,NW4 3
E00001526,NW4 2
E00001527,NW4 2
E00001528,NW4 4
E00001529,NW9 7
E00001530,NW9 7
E00001531,NW4 2
E00001532,NW4 3
E00001533,NW4 3
E00001534,NW4 3
E00001535,NW9 7
E00001536,NW4 3
E00001537,NW4 4
E00001538,NW9 7
E00001539,NW4 3
E00001540,N12 9
E00001541,N12 0
E00001542,N3  2
E00001543,N12 9
E00001544,N12 9
E00001545,N12 9
E00001546,N12 0
E00001547,N12 9
E00001548,N12 0
E00001549,N12 0
E00001550,N12 0
E00001551,N12 0
E00001552,N12 0
E00001553,N12 0
E00001554,N12 0
E00001555,N12 0
E00001556,N12 0
E00001557,N12 0
E00001558,N12 0
E00001559,N12 0
E00001560,N12 0
E00001561,N12 0
E00001562,N12 0
E00001563,N12 0
E00001564,N12 0
E00001565,N3  2
E00001566,N3  2
E00001567,N12 0
E00001568,N3  2
E00001570,N3  2
E00001571,N20 0
E00001572,N12 8
E00001573,N12 9
E00001574,N12 9
E00001575,N12 9
E00001576,N12 9
E00001577,N12 8
E00001578,N12 9
E00001579,N12 8
E00001580,N12 9
E00001581,N12 8
E00001582,N12 9
E00001583,N12 9
E00001584,N12 9
E00001585,N12 9
E00001586,N12 9
E00001587,N12 9
E00001588,N12 9
E00001589,N12 9
E00001590,N12 9
E00001591,DA6 7
E00001592,DA7 6
E00001593,DA7 6
E00001594,DA7 6
E00001595,DA7 6
E00001596,DA6 7
E00001597,DA1 4
E00001598,DA7 6
E00001599,DA5 1
E00001600,DA5 1
E00001601,DA7 6
E00001602,DA7 6
E00001603,DA7 5
E00001604,DA7 6
E00001605,DA7 6
E00001606,DA7 6
E00001607,DA7 6
E00001608,DA7 6
E00001609,DA7 6
E00001610,DA7 6
E00001611,DA7 6
E00001612,DA7 4
E00001613,DA7 6
E00001614,DA7 6
E00001615,DA7 6
E00001616,DA7 4
E00001617,DA7 6
E00001618,DA7 6
E00001619,DA7 6
E00001620,DA7 6
E00001621,DA7 4
E00001622,DA7 6
E00001623,DA7 4
E00001624,DA7 6
E00001625,DA176
E00001626,DA175
E00001627,DA175
E00001628,DA175
E00001629,DA175
E00001630,DA175
E00001631,DA175
E00001632,DA176
E00001633,DA176
E00001634,DA176
E00001635,DA176
E00001636,DA175
E00001637,DA175
E00001638,DA175
E00001639,DA175
E00001640,DA175
E00001641,DA175
E00001642,DA175
E00001643,DA176
E00001644,DA176
E00001645,DA175
E00001646,DA175
E00001647,DA175
E00001648,DA175
E00001649,DA175
E00001650,DA175
E00001651,DA176
E00001652,DA175
E00001653,DA175
E00001654,DA175
E00001655,DA176
E00001656,DA175
E00001657,DA175
E00001658,DA175
E00001659,DA175
E00001660,DA175
E00001661,DA175
E00001662,DA158
E00001663,DA158
E00001664,DA158
E00001665,DA158
E00001666,DA158
E00001667,DA158
E00001668,DA158
E00001669,DA158
E00001670,DA158
E00001671,DA158
E00001672,DA158
E00001673,DA159
E00001674,DA158
E00001675,DA158
E00001676,DA158
E00001677,DA158
E00001678,DA159
E00001679,DA158
E00001680,DA158
E00001681,DA158
E00001682,DA158
E00001683,DA158
E00001684,SE9 2
E00001685,DA158
E00001686,DA158
E00001687,DA158
E00001688,DA158
E00001689,DA158
E00001690,DA158
E00001691,DA158
E00001692,DA158
E00001693,DA158
E00001694,DA158
E00001695,DA5 1
E00001696,DA159
E00001697,DA159
E00001698,DA159
E00001699,DA159
E00001700,DA5 3
E00001701,DA159
E00001702,DA5 3
E00001703,DA5 3
E00001704,DA159
E00001705,DA159
E00001706,DA159
E00001707,DA159
E00001708,DA159
E00001709,DA159
E00001710,DA159
E00001711,DA159
E00001712,DA5 1
E00001713,DA5 1
E00001714,DA158
E00001715,DA5 1
E00001716,DA5 1
E00001717,DA5 1
E00001718,DA5 3
E00001719,DA5 3
E00001720,DA159
E00001721,DA159
E00001722,DA159
E00001723,DA158
E00001724,DA159
E00001725,DA5 3
E00001726,DA5 1
E00001727,DA159
E00001728,DA7 5
E00001729,DA7 4
E00001730,DA7 4
E00001731,DA7 4
E00001732,DA7 4
E00001733,DA7 5
E00001734,DA7 4
E00001735,DA7 4
E00001736,DA7 4
E00001737,DA7 5
E00001738,DA7 4
E00001739,DA7 5
E00001740,DA7 5
E00001741,DA7 5
E00001742,DA7 4
E00001743,DA7 5
E00001744,DA7 4
E00001745,DA7 4
E00001746,DA7 5
E00001747,DA7 5
E00001748,DA7 5
E00001749,DA7 5
E00001750,DA7 4
E00001751,DA7 5
E00001752,DA7 4
E00001753,DA7 4
E00001754,DA7 4
E00001755,DA7 5
E00001756,DA7 4
E00001757,DA7 4
E00001758,DA7 4
E00001759,DA7 4
E00001760,DA7 4
E00001761,DA6 8
E00001762,DA6 7
E00001763,DA6 7
E00001764,DA7 4
E00001765,DA7 4
E00001766,DA7 4
E00001767,DA7 4
E00001768,DA7 4
E00001769,DA7 4
E00001770,DA7 4
E00001771,DA6 7
E00001772,DA6 8
E00001773,DA6 8
E00001774,DA6 7
E00001775,DA6 8
E00001776,DA6 7
E00001777,DA6 8
E00001778,DA6 8
E00001779,DA6 8
E00001780,DA6 8
E00001781,DA6 8
E00001782,DA6 7
E00001783,DA6 7
E00001784,DA6 8
E00001785,DA6 7
E00001786,DA6 7
E00001787,DA6 7
E00001788,DA6 8
E00001789,DA6 8
E00001790,DA5 1
E00001791,DA6 7
E00001792,DA5 1
E00001793,DA7 4
E00001794,DA7 4
E00001795,DA7 4
E00001796,DA8 3
E00001797,DA7 6
E00001798,DA7 6
E00001799,DA8 3
E00001800,DA8 3
E00001801,DA8 3
E00001802,DA7 6
E00001803,DA8 3
E00001804,DA8 3
E00001805,DA8 3
E00001806,DA8 3
E00001807,DA8 3
E00001808,DA7 6
E00001809,DA7 6
E00001810,DA7 6
E00001811,DA7 6
E00001812,DA7 6
E00001813,DA7 6
E00001814,DA8 3
E00001815,DA7 6
E00001816,DA7 6
E00001817,DA7 6
E00001818,DA7 6
E00001819,DA8 3
E00001820,DA8 3
E00001821,DA8 3
E00001822,DA8 3
E00001823,DA8 3
E00001824,DA8 3
E00001825,DA8 3
E00001826,DA8 3
E00001827,DA8 3
E00001828,DA8 3
E00001829,DA8 3
E00001830,DA8 3
E00001831,DA1 4
E00001832,DA1 4
E00001833,DA1 4
E00001834,DA1 3
E00001835,DA1 4
E00001836,DA1 4
E00001837,DA1 4
E00001838,DA1 4
E00001839,DA1 4
E00001840,DA1 4
E00001841,DA1 4
E00001842,DA1 4
E00001843,DA1 4
E00001844,DA1 4
E00001845,DA1 4
E00001846,DA1 4
E00001847,DA1 4
E00001848,DA1 4
E00001849,DA1 4
E00001851,DA1 4
E00001852,DA1 3
E00001853,DA1 3
E00001854,DA1 3
E00001855,DA1 3
E00001856,DA1 3
E00001857,DA1 3
E00001858,DA1 4
E00001859,DA1 4
E00001860,DA1 4
E00001861,DA1 4
E00001862,DA1 4
E00001863,DA1 4
E00001864,DA1 4
E00001865,DA1 4
E00001866,DA1 4
E00001867,DA146
E00001868,DA146
E00001869,DA145
E00001870,DA144
E00001871,DA144
E00001872,DA145
E00001873,DA146
E00001874,DA145
E00001875,DA145
E00001876,DA144
E00001877,DA145
E00001878,DA144
E00001879,DA144
E00001880,DA144
E00001881,DA144
E00001882,DA144
E00001883,DA144
E00001884,DA144
E00001885,DA145
E00001886,DA144
E00001887,DA146
E00001888,DA146
E00001889,DA146
E00001890,DA145
E00001891,DA146
E00001892,DA145
E00001893,DA145
E00001894,DA145
E00001895,DA145
E00001896,DA145
E00001897,DA145
E00001898,DA145
E00001899,DA144
E00001900,DA144
E00001901,DA144
E00001902,DA144
E00001903,DA144
E00001904,DA162
E00001905,DA6 8
E00001906,DA6 8
E00001907,DA161
E00001908,DA7 4
E00001909,DA161
E00001910,DA161
E00001911,DA162
E00001912,DA6 8
E00001913,DA161
E00001914,DA162
E00001915,DA162
E00001916,DA6 8
E00001917,DA6 8
E00001918,DA162
E00001919,DA159
E00001920,DA6 8
E00001921,DA162
E00001922,DA6 8
E00001923,DA162
E00001924,DA162
E00001925,DA162
E00001926,DA6 8
E00001927,DA5 1
E00001928,DA5 1
E00001929,DA161
E00001930,DA161
E00001931,DA161
E00001932,DA7 4
E00001933,DA7 4
E00001934,DA161
E00001935,DA162
E00001936,DA7 4
E00001937,DA161
E00001938,DA162
E00001939,DA162
E00001940,DA162
E00001941,DA162
E00001943,DA163
E00001944,DA163
E00001945,DA163
E00001946,DA163
E00001947,DA163
E00001948,DA163
E00001949,DA163
E00001950,DA163
E00001951,DA163
E00001952,DA163
E00001953,DA163
E00001954,DA163
E00001955,DA163
E00001956,DA163
E00001957,DA163
E00001958,DA163
E00001959,DA163
E00001960,DA163
E00001961,DA163
E00001962,DA163
E00001963,DA163
E00001964,DA163
E00001965,DA163
E00001966,DA163
E00001967,DA163
E00001968,DA162
E00001969,DA162
E00001970,DA162
E00001971,DA162
E00001972,DA8 1
E00001973,DA176
E00001974,DA8 1
E00001975,DA176
E00001976,DA8 1
E00001977,DA8 3
E00001978,DA8 1
E00001980,DA8 3
E00001981,DA8 1
E00001982,DA8 3
E00001983,DA8 3
E00001984,DA176
E00001985,DA176
E00001986,DA8 1
E00001987,DA176
E00001988,DA176
E00001989,DA8 1
E00001990,DA176
E00001991,DA8 1
E00001992,DA176
E00001993,DA8 1
E00001994,DA8 1
E00001995,DA176
E00001996,DA176
E00001997,DA8 1
E00001998,DA8 1
E00002000,DA8 1
E00002001,DA8 1
E00002002,DA8 1
E00002003,DA8 1
E00002004,DA8 1
E00002005,DA8 3
E00002006,DA162
E00002007,DA162
E00002008,DA162
E00002009,DA162
E00002010,DA162
E00002011,DA162
E00002012,DA162
E00002013,DA162
E00002014,DA162
E00002015,DA162
E00002016,DA162
E00002017,DA162
E00002018,DA162
E00002019,DA162
E00002020,DA162
E00002021,DA162
E00002022,SE9 2
E00002023,DA162
E00002024,DA162
E00002025,DA162
E00002026,DA162
E00002027,DA162
E00002028,DA162
E00002029,DA158
E00002030,DA162
E00002031,DA162
E00002032,DA158
E00002033,DA158
E00002034,DA158
E00002035,DA158
E00002036,DA163
E00002037,DA163
E00002038,SE2 0
E00002039,DA175
E00002040,DA184
E00002041,SE2 9
E00002042,SE2 9
E00002043,SE2 9
E00002044,DA175
E00002045,DA175
E00002046,DA175
E00002047,DA175
E00002048,SE2 9
E00002049,DA175
E00002050,SE2 9
E00002051,DA175
E00002052,SE2 0
E00002053,SE2 0
E00002054,SE2 0
E00002055,SE2 0
E00002056,DA7 5
E00002057,SE2 0
E00002058,DA7 5
E00002059,DA7 5
E00002060,DA7 5
E00002061,DA7 5
E00002062,DA7 5
E00002063,DA7 5
E00002064,DA7 5
E00002065,DA7 5
E00002066,DA7 5
E00002067,DA7 5
E00002068,SE2 9
E00002069,SE2 9
E00002070,SE2 9
E00002071,SE2 9
E00002072,DA184
E00002073,DA146
E00002074,DA146
E00002075,DA146
E00002076,DA157
E00002077,DA157
E00002078,DA157
E00002079,DA146
E00002080,DA146
E00002081,DA146
E00002082,DA146
E00002083,DA157
E00002084,DA146
E00002085,DA146
E00002086,DA146
E00002087,DA146
E00002088,DA146
E00002089,DA146
E00002090,SE9 3
E00002091,DA157
E00002092,DA157
E00002093,SE9 3
E00002094,DA157
E00002095,SE9 3
E00002096,DA157
E00002097,DA157
E00002098,DA157
E00002099,SE9 3
E00002100,DA157
E00002101,DA157
E00002102,DA157
E00002103,DA157
E00002104,DA157
E00002105,DA146
E00002106,DA146
E00002107,DA146
E00002108,DA8 2
E00002109,DA8 2
E00002110,DA8 2
E00002111,DA8 1
E00002112,DA8 2
E00002113,DA8 2
E00002114,DA8 2
E00002115,DA8 2
E00002116,DA8 2
E00002117,DA8 2
E00002118,DA8 2
E00002119,DA8 2
E00002120,DA8 2
E00002121,DA8 2
E00002122,DA8 2
E00002123,DA8 2
E00002124,DA8 2
E00002125,DA8 2
E00002126,DA8 2
E00002127,DA8 2
E00002128,DA8 2
E00002129,DA8 2
E00002130,DA8 2
E00002131,DA8 2
E00002132,DA8 2
E00002133,DA8 3
E00002134,DA8 2
E00002135,DA8 2
E00002136,DA7 6
E00002137,DA8 2
E00002138,DA8 2
E00002139,DA8 2
E00002140,DA8 2
E00002141,DA8 2
E00002142,DA8 2
E00002143,DA8 3
E00002144,DA8 1
E00002145,DA8 1
E00002146,DA7 5
E00002147,DA7 5
E00002148,DA8 1
E00002149,DA8 1
E00002150,DA7 5
E00002151,DA8 1
E00002152,DA8 1
E00002153,DA7 5
E00002154,DA176
E00002155,DA176
E00002156,DA8 1
E00002157,DA7 5
E00002158,DA8 3
E00002159,DA176
E00002160,DA8 1
E00002161,DA8 1
E00002162,DA8 1
E00002163,DA7 5
E00002164,DA8 1
E00002165,DA7 5
E00002166,DA8 1
E00002167,DA8 1
E00002168,DA8 3
E00002169,DA8 1
E00002170,DA7 5
E00002171,DA8 1
E00002172,DA8 1
E00002173,DA7 5
E00002174,DA8 1
E00002175,DA5 3
E00002176,DA5 2
E00002177,DA5 1
E00002178,DA5 1
E00002179,DA5 1
E00002180,DA5 2
E00002181,DA5 1
E00002182,DA5 3
E00002183,DA5 1
E00002184,DA5 3
E00002185,DA5 1
E00002186,DA5 3
E00002187,DA5 3
E00002188,DA5 3
E00002189,DA5 3
E00002190,DA5 1
E00002191,DA5 3
E00002192,DA5 3
E00002193,DA5 3
E00002194,DA5 3
E00002195,DA5 3
E00002196,DA5 2
E00002197,DA144
E00002198,DA5 3
E00002199,DA5 3
E00002200,DA5 2
E00002201,DA5 3
E00002202,DA5 3
E00002203,DA5 2
E00002204,DA5 1
E00002205,DA5 1
E00002206,DA5 1
E00002207,DA5 1
E00002208,DA161
E00002209,DA7 5
E00002210,DA161
E00002211,DA161
E00002212,DA161
E00002213,DA161
E00002214,DA161
E00002215,DA161
E00002216,DA161
E00002217,DA161
E00002218,DA161
E00002219,DA161
E00002220,DA161
E00002221,DA161
E00002222,DA161
E00002223,DA161
E00002224,DA7 5
E00002225,DA161
E00002226,DA161
E00002227,DA7 5
E00002228,DA161
E00002229,DA161
E00002230,DA161
E00002231,DA161
E00002232,DA161
E00002233,DA161
E00002234,DA161
E00002235,DA161
E00002236,DA161
E00002237,DA161
E00002238,DA161
E00002239,DA161
E00002240,DA144
E00002241,DA144
E00002242,DA158
E00002243,DA158
E00002244,DA158
E00002245,DA158
E00002246,DA159
E00002247,DA158
E00002248,DA159
E00002249,DA144
E00002250,DA144
E00002251,DA159
E00002252,DA157
E00002253,DA144
E00002254,DA144
E00002255,DA144
E00002256,DA144
E00002257,DA144
E00002258,DA144
E00002259,DA157
E00002260,DA144
E00002261,DA144
E00002262,DA144
E00002263,DA146
E00002264,DA144
E00002265,DA144
E00002266,DA144
E00002267,DA144
E00002268,DA158
E00002269,DA159
E00002270,DA159
E00002271,DA159
E00002272,DA157
E00002273,DA158
E00002274,DA158
E00002275,SE2 9
E00002276,SE2 9
E00002277,SE2 9
E00002279,SE288
E00002280,SE2 9
E00002281,DA184
E00002282,SE288
E00002283,SE288
E00002284,SE288
E00002285,SE288
E00002286,SE288
E00002287,SE288
E00002288,SE288
E00002289,SE288
E00002290,SE288
E00002291,SE288
E00002292,SE288
E00002293,SE288
E00002294,SE288
E00002295,SE2 9
E00002296,DA184
E00002297,DA184
E00002298,SE2 9
E00002299,DA184
E00002300,DA184
E00002301,DA184
E00002302,DA184
E00002303,DA184
E00002304,DA184
E00002305,DA184
E00002306,DA184
E00002307,DA184
E00002308,DA184
E00002309,DA184
E00002310,HA0 4
E00002311,HA0 4
E00002312,HA0 4
E00002313,HA0 4
E00002314,HA0 1
E00002315,HA0 1
E00002316,HA0 1
E00002319,HA0 1
E00002321,HA0 1
E00002322,HA0 1
E00002323,HA0 1
E00002324,HA0 1
E00002325,HA0 1
E00002326,HA0 1
E00002327,HA0 1
E00002328,HA0 1
E00002329,HA0 4
E00002330,HA0 1
E00002331,HA0 4
E00002332,HA0 4
E00002333,HA0 4
E00002334,HA0 1
E00002335,HA0 4
E00002336,HA0 4
E00002337,HA0 1
E00002338,HA0 4
E00002339,HA0 1
E00002340,HA0 1
E00002341,HA0 1
E00002342,HA0 1
E00002343,HA0 1
E00002345,HA9 9
E00002346,HA3 9
E00002347,HA9 9
E00002348,HA3 0
E00002349,HA3 9
E00002350,HA9 9
E00002351,HA9 9
E00002352,HA9 9
E00002353,HA9 9
E00002354,NW9 8
E00002355,HA9 9
E00002356,HA3 0
E00002357,NW9 8
E00002358,HA9 9
E00002359,HA9 9
E00002360,HA9 9
E00002361,HA9 9
E00002362,HA9 9
E00002363,HA9 9
E00002364,HA9 9
E00002365,HA9 9
E00002366,HA9 9
E00002367,HA9 9
E00002368,HA9 9
E00002369,HA9 9
E00002370,HA9 9
E00002372,HA9 9
E00002373,HA9 9
E00002374,HA9 9
E00002375,HA9 9
E00002376,HA9 9
E00002377,HA9 9
E00002378,HA3 9
E00002379,HA3 9
E00002380,HA3 9
E00002381,HA3 9
E00002382,HA3 9
E00002383,NW6 7
E00002384,NW6 7
E00002385,NW6 7
E00002386,NW6 7
E00002387,NW102
E00002388,NW6 7
E00002389,NW103
E00002390,NW6 7
E00002391,NW102
E00002392,NW2 5
E00002393,NW6 7
E00002394,NW2 5
E00002395,NW6 7
E00002396,NW103
E00002397,NW103
E00002398,NW6 7
E00002399,NW103
E00002400,NW103
E00002401,NW103
E00002402,NW103
E00002403,NW103
E00002404,NW103
E00002405,NW103
E00002406,NW2 4
E00002407,NW2 4
E00002408,NW2 4
E00002409,NW6 7
E00002410,NW6 7
E00002411,NW6 7
E00002412,NW2 5
E00002413,NW2 5
E00002414,NW2 4
E00002415,NW6 7
E00002416,NW6 7
E00002417,NW2 5
E00002418,NW102
E00002419,NW2 5
E00002420,NW6 7
E00002421,NW6 7
E00002422,NW2 6
E00002423,NW2 6
E00002424,NW2 7
E00002425,NW2 7
E00002426,NW2 7
E00002427,NW2 7
E00002428,NW2 7
E00002429,NW2 7
E00002430,NW2 7
E00002431,NW2 6
E00002432,NW2 7
E00002433,NW2 7
E00002434,NW2 7
E00002435,NW2 7
E00002436,NW2 7
E00002437,NW2 7
E00002438,NW2 6
E00002439,NW2 7
E00002440,NW2 7
E00002441,NW2 7
E00002442,NW2 7
E00002443,NW2 6
E00002444,NW2 7
E00002445,NW2 7
E00002446,NW2 7
E00002447,NW2 7
E00002448,NW2 6
E00002449,NW2 6
E00002450,NW2 6
E00002451,NW2 6
E00002452,NW2 6
E00002453,NW2 6
E00002454,NW2 7
E00002455,NW2 6
E00002456,NW101
E00002457,NW102
E00002458,NW101
E00002459,NW101
E00002460,NW101
E00002461,NW101
E00002462,NW101
E00002463,NW101
E00002464,NW2 4
E00002465,NW101
E00002466,NW2 4
E00002467,NW101
E00002468,NW101
E00002469,NW101
E00002470,NW101
E00002471,NW101
E00002472,NW101
E00002473,NW101
E00002474,NW2 4
E00002475,NW101
E00002476,NW102
E00002477,NW2 4
E00002478,NW2 4
E00002479,NW101
E00002480,NW101
E00002481,NW101
E00002482,NW101
E00002483,NW102
E00002484,NW102
E00002485,NW109
E00002486,NW109
E00002487,NW109
E00002488,NW2 7
E00002489,NW2 7
E00002490,NW2 7
E00002491,NW101
E00002492,NW2 7
E00002493,NW2 7
E00002494,NW2 7
E00002495,NW101
E00002496,NW9 0
E00002497,NW9 0
E00002498,NW9 9
E00002499,NW9 0
E00002500,NW9 0
E00002501,NW9 0
E00002502,NW9 0
E00002503,NW9 9
E00002504,NW9 0
E00002505,NW9 0
E00002506,NW9 0
E00002507,NW9 9
E00002508,NW9 9
E00002509,NW9 0
E00002510,NW9 9
E00002511,NW9 0
E00002512,NW9 8
E00002513,NW9 0
E00002514,NW9 8
E00002515,NW9 9
E00002516,NW9 8
E00002517,NW9 8
E00002518,NW9 9
E00002519,NW9 8
E00002520,NW9 8
E00002521,NW9 8
E00002522,NW9 8
E00002523,NW9 8
E00002524,NW9 8
E00002525,NW9 0
E00002526,NW9 6
E00002527,NW9 9
E00002528,NW9 0
E00002529,NW9 0
E00002530,NW9 0
E00002531,NW109
E00002532,NW104
E00002533,NW109
E00002534,NW109
E00002535,NW104
E00002536,NW109
E00002537,NW104
E00002538,NW109
E00002539,NW104
E00002540,NW104
E00002541,NW104
E00002542,NW104
E00002544,NW108
E00002545,NW104
E00002546,NW108
E00002547,NW108
E00002548,NW109
E00002549,NW109
E00002550,NW108
E00002552,NW108
E00002553,NW108
E00002554,NW108
E00002555,NW108
E00002556,NW108
E00002558,NW109
E00002559,NW109
E00002560,NW109
E00002561,NW109
E00002562,NW109
E00002563,NW109
E00002564,NW109
E00002565,NW109
E00002566,NW109
E00002567,NW103
E00002568,NW109
E00002569,NW109
E00002570,NW104
E00002571,NW105
E00002572,NW105
E00002573,NW105
E00002575,NW105
E00002576,NW105
E00002577,NW104
E00002578,NW103
E00002579,NW104
E00002580,NW103
E00002581,NW103
E00002582,NW105
E00002583,NW104
E00002584,NW105
E00002585,NW103
E00002586,NW105
E00002587,NW103
E00002588,NW104
E00002589,NW104
E00002591,NW104
E00002592,NW105
E00002593,NW103
E00002594,NW104
E00002595,NW105
E00002596,NW105
E00002597,NW105
E00002598,NW105
E00002599,NW105
E00002600,NW105
E00002601,NW104
E00002602,NW105
E00002603,NW104
E00002604,NW105
E00002605,NW105
E00002606,NW105
E00002607,HA3 0
E00002608,HA3 9
E00002609,HA3 0
E00002610,HA3 0
E00002611,HA3 0
E00002612,HA3 9
E00002613,HA3 0
E00002614,HA3 0
E00002615,HA3 0
E00002616,HA3 0
E00002617,HA3 9
E00002618,HA3 0
E00002619,HA3 0
E00002620,HA3 0
E00002621,HA3 0
E00002622,HA3 0
E00002623,HA3 0
E00002624,HA3 0
E00002625,HA3 0
E00002626,HA3 0
E00002627,HA3 0
E00002628,HA3 0
E00002629,HA3 0
E00002630,HA3 9
E00002631,HA3 0
E00002632,HA3 0
E00002633,HA3 0
E00002634,HA3 9
E00002635,HA3 0
E00002636,NW9 9
E00002637,HA3 0
E00002638,HA3 0
E00002639,NW6 7
E00002640,NW6 7
E00002641,NW6 6
E00002642,NW6 7
E00002643,NW6 7
E00002644,NW6 7
E00002645,NW6 7
E00002646,NW6 7
E00002647,NW6 7
E00002648,NW6 7
E00002649,NW6 7
E00002650,NW6 6
E00002651,NW6 7
E00002652,NW6 7
E00002653,NW6 6
E00002654,NW6 6
E00002655,NW6 7
E00002657,NW6 6
E00002658,NW6 6
E00002659,NW6 6
E00002660,N8  7
E00002661,NW6 5
E00002662,NW6 6
E00002663,NW6 5
E00002664,NW6 5
E00002665,NW6 5
E00002666,NW6 5
E00002667,NW6 5
E00002668,NW6 5
E00002669,NW6 5
E00002670,NW6 5
E00002671,NW6 5
E00002672,NW6 5
E00002673,NW6 5
E00002674,NW6 5
E00002675,NW6 5
E00002676,NW6 5
E00002677,NW6 5
E00002678,NW6 5
E00002679,NW6 5
E00002680,NW6 5
E00002681,NW6 5
E00002682,NW6 5
E00002683,NW6 7
E00002684,NW6 7
E00002685,NW6 7
E00002686,NW6 7
E00002687,NW6 7
E00002688,NW6 7
E00002689,NW6 7
E00002690,NW6 7
E00002691,NW6 7
E00002692,NW2 6
E00002693,NW2 3
E00002694,NW2 3
E00002695,NW2 4
E00002696,NW2 6
E00002697,NW2 6
E00002698,NW2 4
E00002699,NW2 6
E00002700,NW2 6
E00002701,NW2 3
E00002702,NW2 4
E00002703,NW2 3
E00002704,NW2 6
E00002705,NW2 3
E00002706,NW2 3
E00002707,NW2 4
E00002708,NW2 3
E00002709,NW2 4
E00002710,NW2 4
E00002711,NW2 4
E00002712,NW2 4
E00002713,NW2 4
E00002714,NW2 4
E00002715,NW2 4
E00002716,NW2 4
E00002717,NW2 4
E00002718,NW2 4
E00002719,NW2 3
E00002720,NW2 4
E00002721,NW2 4
E00002722,NW2 4
E00002723,NW2 3
E00002724,NW2 4
E00002725,NW2 4
E00002726,NW2 3
E00002727,NW2 3
E00002728,NW2 6
E00002729,NW2 6
E00002730,NW2 6
E00002731,NW2 6
E00002732,NW2 6
E00002733,NW2 6
E00002734,NW2 6
E00002735,NW2 6
E00002736,NW2 6
E00002737,NW2 6
E00002738,HA0 2
E00002739,HA0 3
E00002740,HA0 3
E00002741,HA0 2
E00002742,HA0 2
E00002743,HA0 2
E00002744,HA0 2
E00002745,HA0 2
E00002746,HA0 2
E00002748,HA3 0
E00002750,HA0 3
E00002751,HA0 3
E00002752,HA0 3
E00002753,HA1 3
E00002754,HA0 3
E00002755,HA0 3
E00002756,HA0 3
E00002757,HA0 3
E00002758,HA0 3
E00002759,HA1 3
E00002760,HA1 3
E00002761,HA0 3
E00002762,HA0 3
E00002763,HA9 7
E00002764,HA1 3
E00002765,HA0 3
E00002766,HA0 3
E00002767,HA0 3
E00002768,HA0 3
E00002769,HA9 8
E00002770,HA9 8
